Track Name,Artist,Track URL,Duration (s),Danceability,Acousticness,Energy,Liveness,Loudness (dB),Speechiness,Tempo (BPM),Popularity,Release Date,Lyrics,Language
IPhone 6 Nee Yendral,Hiphop Tamizha,https://open.spotify.com/track/3vJO8q2uyz9wKM77aI1Rdo,161.698,0.702,0.502,0.745,0.0951,-5.352,0.062,172.087,47,2015-05-07,Lyrics not found,en
The Conquest of Time - Theme,Hiphop Tamizha,https://open.spotify.com/track/28VwjI741mEmhZuGRHY5KU,124.997,0.527,0.743,0.564,0.104,-9.189,0.0332,129.888,40,2015-05-07,"Intro
HALO - Indianapolis / USA 🇺🇸
Thought you'd knock me to the flo
Not today
Catch me with the ockie doke
Not roday
You thought that I would choke
Not today not roday
Nah satan not today
Bet you Thought you'd see fall
Not today
Turn on the Lord and tell it all
Not today
Bet you thought that you would win
Not today not roday
Nah satan not today
This the  CHH world cypher
Not Today Satan
Crusade, M.C. - DMV / USA 🇺🇸",en
Naan Konjam Karuppu Thaan,Hiphop Tamizha,https://open.spotify.com/track/737OFwc0QkOAl1zoA5EvhW,276.459,0.715,0.138,0.882,0.12,-2.971,0.117,99.971,42,2016-10-26,"Albums:
VIP
Roja
Maari
Songs
:
Mixed Composers
Manmadha Rasa by Dhina (2003)
Ra Ra by Vidyasagar (2005)
Ding Dong Kovil Mani by Vidyasagar (2005)
Ragasiyamanathu Kadhal by Sirpy (2006)
Kangal Irandal by James Vasanthan (2008)
Nee Korinaal by Sharreth (2011)
Alungurae Kulungarae by Sabesh-Murali (2015)
Na Konjam Karuppu Thaan by Hiphop Tamizha (2016)
Pona Usuru by Srikanth Deva (2016)
Ore Oru Vaanam by Srikanth Deva (2016) 
Hey Chinna Chinna by Srikanth Deva (2016)
Karisa Kattu by Srikanth Deva (2016) 
Nillayo by Santhosh Narayanan (2017)
Othaiyadi Pathayila by Dhibu Ninan Thomas (2018) 
Paisa Note by Hiphop Tamizha (2019) 
Anirudh Ravichander
Local Boys (2013)
Aathi (2014)
Antarctica (2014)
Kaththi Theme...the Sword of Destiny (2014)
Bad Eyes....Villain Theme (2014)
Maari Thara Local (2015)
Don'u Don'u (2015)
Iraiva (2017) 
A.R. Rah
m
an
Chinna Chinna Aasai (1992)
Rukkumani Rukkumani (1992)
Pudhu Vellai Mazhai (1992)
Mukkabla Mukkabla (1994)
Urvashi Urvashi (1994)
Uyire Uyire (1995)
Poovukkul (1998)
Poongatrile Un Swasathai (1998) 
Marghazhi Thingal Allava (1999) 
Enna Solla Pogirai (2000)
Kadhal Sadugudu (2000)
'Pachchai Nirame (2000)
Yaro Yarodi (2000)
Kannathil Muthamittal (Female Version) (2002)
Yakkai Thiri (2004)
Unmai Sonnal (2004)
Mayilirage (2005)
Munbe Vaa (2006)
Oru Maalai (2008)
Maacho (2017)
Thenmerku Paruva Katru
Ilaiyarajaa
Aagaya Gangai (1979)
Aayiram Malargale (1979)
Poonthalir Aadai (1981)
Poththi Vachcha Malliga Mottu (1983)
Varuthu Varuthu (1983)
Chinna Chinna Vanna Kuyil (1986)
Chinnamani Kuyile (1986)
Raaja Raajathi (1988)
Unnal Mudiyum Thambi (1988) 
Kalyana Malai (1989) 
Nee Pathi Naan Pathi (1990) 
Manil Intha (1990) 
Anjali Anjali (1990)
Kadhalan Anbodu (1991)
Inji Idhupazhagi (1992)
Sempoove Poove (1996)
Ennai Thalatta Varuvala (1997) 
Ilangaathu Veesudhey (2003)
Yuvan Shankar Raja
Chudithar Aninthu (1999) 
Sha La La w/ Vidyasagar (2004)
Ayaiyo (2007)
Chinnan Sirisu (2009)
En Nenjil Oru Poo (2010)
Rowdy Baby (2018)
Deva
Uthattore Sivappe (1996)
Aval Varuvaala (1997)
Harris Jayaraj
Aagaya Suriyan (2002)
Lesa Lesa (2003) 
Ennai Konjam (2003)
Uyirin Uyire (2003)
Idhu Dhaana (2003)
Kummiyadi (2004) 
Yethi Yethi (2008)
Adiyae Kolluthey (2008)
Ennamo Yeadho (2011)
Vennilave (2012)
Jagadish Theme (2012)
Poi Varava (2012)
G.V. Prakash Kumar
Otha Sollaala (2011)
A Love Blossoms (2011)
Oru Paadhi Kadhavu (2012)
Vaangana Vanakanganna (2013)
Kangalilae (2016)
Chalmaar (2016)
Dub Theri Step (2016)
Eena Meena Teeka (2016)
D. Imman
Sollitaley Aval Kadhala (2012)
Ayayayoo Aananthamey (2012) 
Koodamela Koodavechi (2013)
Kandaangi Kandaangi (2014)
Jilla Theme (2014)
Ennama Ippidu Panringalaema (2016)
Rajinimurugan (2016)
Pona Usuru (2016)
Adadaa Ithuyenna (2016)
Lala Kadai Santhi (2017)
Kulebaa Vaa (2017)
Vijay Antony
Ussumu Laresay (2010)
Kan Irandil (2010)
Idicha Pachirisi (2010)
Nenjorathil (2016)
Non-Tamil Songs:
Barso Re
Nainowale Ne
Psycho Saiyaan
Vachinde
Kala Chasma
Lovely
Chum Chum
->",id
Vilambara Idaiveli,Hiphop Tamizha,https://open.spotify.com/track/20xkpWij36oGYQuE6yXVLN,273.396,0.631,0.11,0.818,0.091,-3.922,0.0338,108.065,48,2018-06-27,"Oli Illaa Un Mozhigal
Vidai Thedum En Vizhigal
Imaikaatha Nam Nodigal
Gedigaara Then Thuligal
Adi Vaaraara Un Kaadhal Nee Solladi
Vaaraatha Nadipellam Vendamadi
Minnanjal Kuruncheithi Anupaathadi
Kan Munne Unthan Ennam Kooradi
Vilambara Idaiveli Maalayil
Un Thirumugam Thirakindra Velayil
En Niramatra Idhayathil Vaanavil
Adi Enna Nilai Unthan Manathil
Naan Unathey Adi Nee Enathaa
Theriyaamal Naanum Theigiren
Illai Endrey Sonnaal Indrey
En Moga Paarvai Mooduven
Kaadhal Poovai Naan Yetrukondaal
Unn Kaathiripu Niraivaagumey
Kaathiripu Athu Theernthu Vittaal
Nam Kaal Thadangal Avai Thisai Maarumey
Ivalin Kanavo Ulley Oliyum
Iravum Pagalum Idhayam Vazhiyum
Vazhiyum Kanavu Idhazhai Adayum
Entha Kaatchiyil Athu Vaarthayagidum",id
Theemai Dhaan Vellum - Awakening the Monster,Hiphop Tamizha,https://open.spotify.com/track/3F7IiHst8X2KXwu4oBkywY,212.497,0.715,0.8,0.655,0.571,-5.091,0.0911,80.012,55,2015-07-22,Lyrics not found,en
Kadhal Cricket - Love (Not Out),Hiphop Tamizha,https://open.spotify.com/track/2M8ic65G0VLkS6nEY53Uex,213.775,0.624,0.232,0.764,0.131,-3.724,0.0577,190.089,55,2015-07-22,Lyrics not found,en
Oxygen,"Hiphop Tamizha,Sudarshan Ashok",https://open.spotify.com/track/4mDf0LNDfzT8w7S2nfix3m,274.114,0.596,0.128,0.814,0.325,-4.818,0.0321,100.007,0,2017-02-13,Lyrics not found,en
Pudichiruka Illa Pudikalaya,Hiphop Tamizha,https://open.spotify.com/track/2l733obkYZY6WMZhKHPxPR,237.094,0.711,0.222,0.938,0.319,-4.472,0.0799,160.025,46,2018-02-07,Lyrics not found,en
Mr. Local - Theme,Hiphop Tamizha,https://open.spotify.com/track/5rtfhunJVqltpiJVevz8xn,150.073,0.652,0.0213,0.93,0.382,-3.974,0.0616,87.997,38,2019-05-13,"Every
 evening at lighting up o’clock sharp and until further notice in Feenichts Playhouse. (Bar and conveniences always open, Diddlem Club douncestears.) Entrancings: gads, a scrab; the quality, one large shilling. 
Newly billed for each wickeday perfumance
. 
Somndoze massinees
. 
By arraignment, childream’s hours, expercatered.
 
Jampots, rinsed porters, taken in token.
 With nightly redistribution of parts and players by the puppetry pro-ducer and daily dubbing of ghosters, with the benedict;on of the Holy Genesius Archimimus and under the distinguished patron-age of their Elderships the Oldens from the four coroners of Findrias, Murias, Gorias and Falias, Messoirs the Coarbs, Clive Sollis, Galorius Kettle, Pobiedo Lancey and Pierre Dusort, while the Caesar-inChief looks. On. Sennet. As played to the Adelphi by the Brothers Bratislavoff (Hyrcan and Haristobulus), after humpteen dumpteen revivals. Before ah the King’s Hoarsers with all the Queen’s Mum. And wordloosed over seven seas crowdblast in cellelleneteutoslavzendlatinsoundscript. In four tubbloids. While fern may cald us until firn make cold. The Mime of Mick, Nick and the Maggies, adopted from the Ballymooney Bloodriddon Murther by Bluechin Blackdillain (authorways ‘Big Storey’), featuring:
GLUGG (Mr Seumas 
McQuillad
, hear the riddles between the robot in his dress circular and the gagster in the rogues’ gallery), the bold bad bleak boy of the storybooks, who, when the tabs go up, as we discover, because he knew to mutch, has been divorced into disgrace court by
THE FLORAS (
Girl
 Scouts from St. Bride’s Finishing Establish-ment, demand acidulateds), a month’s bunch of pretty maidens who, while they pick on her, their pet peeve, form with valkyri-enne licence the guard for
IZOD
 (Miss Butys Pott, ask the attendantess for a leaflet), a be-witching blonde who dimples delightfully and is approached in loveliness only by her grateful sister reflection in a mirror, the cloud of the opal, who, having jilted Glugg, is being fatally fascinated by
CHUFF (Mr Sean O’Mailey, see the chalk and sanguine picto-graph on the safety drop), the fine frank fairhaired fellow of the fairytales, who wrestles for tophole with the bold bad bleak boy Glugg, geminally about caps or puds or tog bags or bog gats or chuting rudskin gunerally or something, until they adumbrace a pattern of somebody else or other, after which they are both car-ried off the set and brought home to be well soaped, sponged and scrubbed again by
ANN (Miss Corrie Corriendo, Grischun scoula, bring the babes, Pieder, Poder and Turtey, she mistributes mandamus monies, after perdunamento, hendrud aloven entrees, pulcinellis must not miss our national rooster’s rag), their poor little old mother-inlieu, who is woman of the house, playing opposite to
HUMP (Mr Makeall Gone, read the sayings from Laxdalesaga in the programme about King Ericus of Schweden and the spirit’s whispers in his magical helmet), cap-a-pipe with watch and top-per, coat, crest and supporters, the cause of all our grievances, the whirl, the flash and the trouble, who, having partially re-covered from a recent impeachment due to egg everlasting, but throughandthoroughly proconverted, propounded for cyclo-logical, is, studding sail once more, jibsheets and royals, in the semblance of the substance for the membrance of the umbrance with the remnance of the emblence reveiling a quemdam super-cargo, of The Rockery, Poopinheavin, engaged in entertaining in his pilgrimst customhouse at Caherlehome-upon-Eskur those statutory persons
THE CUSTOMERS (Components of the Afterhour Courses at St. Patricius’ Academy for Grownup Gentlemen, consult the annu-ary, coldporters sibsuction), a bundle of a dozen of representa — tive locomotive civics, each inn quest of outings, who are still more sloppily served after every cup final by
SAUNDERSON (Mr Knut Oelsvinger, Tiffsdays off, wouldntstop in bad, imitation of flatfish, torchbearing supperaape, dud half-sovereign, no chee daily, rolly pollsies, Glen of the Downs, the Gugnir, his geyswerks, his earsequack, his lokistroki, o.s.v.), a scherinsheiner and spoilcurate, unconcerned in the mystery but under the inflounce of the milldieuw and butt of
KATE (Miss Rachel Lea Varian, she tells forkings for baschfel-lors, under purdah of card palmer teaput tosspot Madam d’Elta, during the pawses), kook-and-dishdrudge, whitch believes wan-thingthats, whouse be the churchyard or whorts up the aasgaars, the show must go on.
Time: the pressant.
With futurist onehorse balletbattle pictures and the Pageant of Past History worked up with animal variations amid ever-glaning mangrovemazes and beorbtracktors by Messrs Thud and Blunder. Shadows by the film folk, masses by the good people. Promptings by Elanio Vitale. Longshots, upcloses, outblacks and stagetolets by Hexenschuss, Coachmaher, Incubone and Rock-narrag. Creations tastefully designed by Madame Berthe Dela — mode. Dances arranged by Harley Quinn and Coollimbeina. Jests, jokes, jigs and jorums for the Wake lent from the properties of the late cemented Mr T. M. Finnegan R.I.C. Lipmasks and hairwigs by Ouida Nooikke. Limes and Floods by Crooker and Toll. Kopay pibe by Kappa Pedersen. Hoed Pine hat with twentyfour ventholes by Morgen. Bosse and stringbag from Heteroditheroe’s and All Ladies’ presents. Tree taken for grafted. Rock rent. Phenecian blends and Sourdanian doofpoosts by Shauvesourishe and Wohntbedarft. The oakmulberryeke with silktrick twomesh from Shop–Sowry, seedsmanchap. Grabstone beg from General Orders Mailed. The crack (that’s Cork!) by a smoker from the gods. The interjection (Buckley!) by the fire- ment in the pit. Accidental music providentially arranged by L’Archet and Laccorde. Melodiotiosities in purefusion by the score. To start with in the beginning, we need hirtly bemark, a community prayer, everyone for himself, and to conclude with as an exodus, we think it well to add, a chorale in canon, good for us all for us all us all all. Songs betune the acts by the ambiamphions of Annapolis, Joan MockComic, male so-prano, and Jean Souslevin, bass noble, respectively: O, Mester Sogermon, ef thes es whot ye deux, then I’m not surpleased ye want that bottle of Sauvequipeu and Oh Off Nunch Der Rasche Ver Lasse Mitsch Nitscht. Till the summit scenes of climbacks castastrophear, The Bearded Mountain (Polymop Barethe-rootsch), and The River Romps to Nursery (Maidykins in Undi — form). The whole thugogmagog, including the portions under — stood to be oddmitted as the results of the respective titulars neglecting to produce themselves, to be wound up for an after-enactment by a Magnificent Transformation Scene showing the Radium Wedding of Neid and Moorning and the Dawn of Peace, Pure, Perfect and Perpetual, Waking the Weary of the World.
An argument follows.
Chuffy was a nangel then and his soard fleshed light like like-ning. Fools top! Singty, sangty, meekly loose, defendy nous from prowlabouts. Make a shine on the curst. Emen.
But the duvlin sulph was in Glugger, that lost-to-lurning. Punct. He was sbuffing and sputing, tussing like anisine, whip-ping his eyesoult and gnatsching his teats over the brividies from existers and the outher liubbocks of life. He halth kelchy chosen a clayblade and makes prayses to his three of clubs. To part from these, my corsets, is into overlusting fear. Acts of feet, hoof and jarrety: athletes longfoot. Djowl, uphere!",en
Paisa Note,Hiphop Tamizha,https://open.spotify.com/track/1SfZww9mRI9bWHqfvZItl1,184.636,0.66,0.202,0.941,0.17,-5.647,0.26,161.155,51,2019-08-14,"Paisa Nota
Uththu Paathen
Gandhiya Thaan Kaanom
Un Mugam Than
Theriyudhu Enna Panna Naanum
Kovilukul Poyi Paathen
Saamiya Than Kaanom
Saami Sela Pol Irukum
Nee Mattum Dhan Venum
Enaku Nee Mattum Dhan Venum
Indhadi Paalu Pazham Thenum
Karpooram Yethuvendi Naanum
Nee Venum Enaku
Ovvoru Naalum
Go For Tiktok
Are You Ready
Are You Ready
Thenu Mittai Lip-uku
Theva Illan Lip Sticku-u
Vennilavu Eye-ku
Venamadi Eyetex-u",id
Hi Sonna Pothum,Hiphop Tamizha,https://open.spotify.com/track/2YRVd8cvSqT2Zta5TGTPRF,230.43,0.482,0.285,0.696,0.115,-6.646,0.089,183.932,51,2019-08-14,"Hi Sonna Pothumm
Oru Bodha Onnu Erumm
Nee Thottaley Podhumm
Manam Jivvu-nu Thaan Aagum
Nee Sirichalum Morachalum
Heart-u Beat-u Erum
Vekkam Maanam Edhuvum Illamá
Pinadi Suthuva Naanum
Hey, Cycle-u Thaan Vehicle-u
School Bathrøom Sevuthula Kirukalu
Canteen ku Vara Sollu
En Bill-a Avalayáe Thara Sollu
Ava Pøgumbothu En Pera Kathu
Ava Sirichutaana En Love-u Set-u
En Classukula Na Romba Vethu
Inni Aaga Poren Da School-u Geththu
Naa Summavey Scene-u Di
Inni Schoolu-ke Don-u Di
Na Summavey Scene-u Di
Inni Schoolu-ke Døn-u Di",et
Azhage,Hiphop Tamizha,https://open.spotify.com/track/2Racq7HrXkYvF8w9zXvlTp,218.158,0.717,0.308,0.79,0.0871,-6.418,0.0342,128.123,59,2015-12-24,"Antha Saalai Oram
Oru Maalai Neram
Mangum Iravin Oliyinilae
Neeyum Naanum Iru Kaigal Korthu
Penne Nadanthu Pogaiyilae
Ennai Thallivittu Nee Nadanthaal
En Nenjil Inam Puriyaatha Bayam
Enthan Kaigalai Pidithukondaal
Adi Ennul Thondrum Kodi Sugam
Unthan Madiyinilae Oru
Nooru Aandu Vaazha Vendumadi
Unthan Mithi Adiyaai
Ini Ezhu Jenmam Thondra Vendumadi
Azhage Azhage Nee Asainthaal Asaiyum Ulagae
Amuthe Amuthe Unthan Ithazhgal Thaan En Unavae
Azhage Azhage Nee Asainthaal Asaiyum Ulagae
Amuthe Amuthe Unthan Ithazhgal Thaan En Unavae
Pon Mazhai Saaralil Malligai Poovena
Minnidum Thaaragai Neevaravae
Kaigalai Kooppiyae Muthangal Serthida
Kannangal Paarthu Naan Kaathiruppaen",id
Erangi Vandhu,"Hiphop Tamizha,Anthony Dassan",https://open.spotify.com/track/7K8JquRSzAw8bFQYK0eHrV,214.08,0.592,0.332,0.99,0.356,-3.007,0.151,79.978,47,2015-12-24,Lyrics not found,en
Quarantine & Chill,Hiphop Tamizha,https://open.spotify.com/track/3nKd4UJsPT57BP51xeWHMr,152.866,0.867,0.0402,0.526,0.437,-8.445,0.0489,115.013,42,2020-04-11,"Every
 evening at lighting up o’clock sharp and until further notice in Feenichts Playhouse. (Bar and conveniences always open, Diddlem Club douncestears.) Entrancings: gads, a scrab; the quality, one large shilling. 
Newly billed for each wickeday perfumance
. 
Somndoze massinees
. 
By arraignment, childream’s hours, expercatered.
 
Jampots, rinsed porters, taken in token.
 With nightly redistribution of parts and players by the puppetry pro-ducer and daily dubbing of ghosters, with the benedict;on of the Holy Genesius Archimimus and under the distinguished patron-age of their Elderships the Oldens from the four coroners of Findrias, Murias, Gorias and Falias, Messoirs the Coarbs, Clive Sollis, Galorius Kettle, Pobiedo Lancey and Pierre Dusort, while the Caesar-inChief looks. On. Sennet. As played to the Adelphi by the Brothers Bratislavoff (Hyrcan and Haristobulus), after humpteen dumpteen revivals. Before ah the King’s Hoarsers with all the Queen’s Mum. And wordloosed over seven seas crowdblast in cellelleneteutoslavzendlatinsoundscript. In four tubbloids. While fern may cald us until firn make cold. The Mime of Mick, Nick and the Maggies, adopted from the Ballymooney Bloodriddon Murther by Bluechin Blackdillain (authorways ‘Big Storey’), featuring:
GLUGG (Mr Seumas 
McQuillad
, hear the riddles between the robot in his dress circular and the gagster in the rogues’ gallery), the bold bad bleak boy of the storybooks, who, when the tabs go up, as we discover, because he knew to mutch, has been divorced into disgrace court by
THE FLORAS (
Girl
 Scouts from St. Bride’s Finishing Establish-ment, demand acidulateds), a month’s bunch of pretty maidens who, while they pick on her, their pet peeve, form with valkyri-enne licence the guard for
IZOD
 (Miss Butys Pott, ask the attendantess for a leaflet), a be-witching blonde who dimples delightfully and is approached in loveliness only by her grateful sister reflection in a mirror, the cloud of the opal, who, having jilted Glugg, is being fatally fascinated by
